,Date,ITS_LIVE Mean Velocity,Mask Ratio
448,2017-10-10,1343.3,0.744
449,2017-10-12,1331.8,0.668
450,2017-10-13,1308.0,0.704
452,2017-10-14,1303.6,0.749
453,2017-10-15,1268.2,0.602
455,2017-10-16,1356.8,0.796
456,2017-10-17,1408.5,0.757
457,2017-10-18,1321.1,0.741
458,2017-10-19,1428.6,0.762
460,2017-10-21,1309.2,0.657
462,2017-10-22,1375.0,0.761
463,2017-10-24,1338.1,0.768
465,2017-10-25,1339.6,0.735
466,2017-10-27,1339.7,0.68
468,2017-10-28,1487.9,0.784
469,2017-10-30,1390.5,0.739
470,2017-10-31,1441.8,0.737
472,2017-11-02,1237.0,0.58
473,2017-11-03,1463.0,0.793
474,2017-11-05,1376.1,0.655
475,2017-11-06,1352.4,0.622
476,2017-11-08,1372.4,0.665
478,2017-11-09,1467.1,0.779
479,2017-11-11,1439.2,0.698
480,2017-11-12,1356.4,0.691
481,2017-11-14,1340.6,0.634
482,2017-11-15,1461.7,0.749
483,2017-11-17,1417.4,0.719
484,2017-11-18,1426.8,0.727
486,2017-11-20,1356.7,0.612
488,2017-11-21,1484.4,0.758
489,2017-11-23,1469.3,0.7
490,2017-11-24,1540.5,0.705
492,2017-11-26,1416.1,0.628
494,2017-11-27,1550.5,0.762
495,2017-11-29,1518.5,0.777
496,2017-11-30,1472.2,0.768
498,2017-12-02,1445.7,0.64
500,2017-12-03,1533.9,0.775
501,2017-12-05,1518.8,0.745
503,2017-12-06,1488.2,0.714
504,2017-12-08,1484.1,0.723
506,2017-12-09,1566.5,0.75
507,2017-12-11,1508.7,0.739
508,2017-12-12,1417.7,0.737
510,2017-12-14,1316.1,0.561
512,2017-12-15,1501.1,0.709
513,2017-12-17,1511.3,0.693
514,2017-12-18,1576.5,0.763
516,2017-12-20,1421.8,0.607
518,2017-12-21,1591.7,0.715
519,2017-12-23,1457.0,0.606
520,2017-12-24,1504.0,0.696
522,2017-12-26,1284.1,0.541
524,2017-12-27,1459.7,0.652
525,2017-12-29,1456.6,0.611
526,2017-12-30,1481.6,0.672
528,2018-01-01,1340.1,0.587
530,2018-01-02,1477.2,0.629
531,2018-01-04,1497.8,0.605
532,2018-01-05,1425.7,0.656
534,2018-01-07,1276.8,0.539
536,2018-01-08,1561.6,0.691
537,2018-01-10,1521.9,0.648
538,2018-01-11,1487.2,0.681
540,2018-01-13,1376.1,0.577
542,2018-01-14,1522.8,0.67
543,2018-01-16,1508.9,0.698
544,2018-01-17,1535.8,0.691
546,2018-01-19,1412.5,0.56
548,2018-01-20,1498.8,0.619
549,2018-01-22,1536.1,0.684
551,2018-01-23,1501.7,0.707
552,2018-01-25,1429.9,0.636
554,2018-01-26,1623.4,0.796
555,2018-01-28,1610.2,0.686
556,2018-01-29,1489.6,0.654
558,2018-01-31,1352.9,0.569
560,2018-02-01,1507.4,0.708
